Station Name,Date/Time (LST),Year,Month,Day,Time (LST),Temp,Dew Point,Rel_H,Wind Dir,Wind Spd,Solar Radiation,,,ta,rh,dpT,ws,gws,wd,rsds,,dta,dws,drh
OTTAWA INTL A,2024-07-06 15:00,2024,7,6,15:00,27.4,21.8,71,21,11,840.1020123,,,28.15516667,62.70436667,20.38026667,1.041666667,2.05,127.5333333,,,0.75516667,2.013888889,8.29563333
OTTAWA INTL A,2024-07-06 16:00,2024,7,6,16:00,26.2,20.6,71,24,17,298.7129098,,,27.57386667,65.36431667,20.5079,1.258333333,2.441666667,161.3666667,,,1.37386667,3.463888889,5.63568333
OTTAWA INTL A,2024-07-06 17:00,2024,7,6,17:00,26.6,21.4,73,27,22,138.4985521,,,26.7728,67.37303333,20.23185,1.35,2.791666667,239.7666667,,,0.1728,4.761111111,5.62696667
OTTAWA INTL A,2024-07-06 18:00,2024,7,6,18:00,22.6,21.3,92,27,9,98.56719228,,,24.1083,71.87651667,18.72638333,1.425,2.816666667,288.3,,,1.5083,1.075,20.12348333
OTTAWA INTL A,2024-07-06 19:00,2024,7,6,19:00,20.4,20.4,100,16,13,41.81200637,,,23.25988333,77.51805,19.12898333,0.075,0.533333333,210.5333333,,,2.85988333,3.536111111,22.48195
OTTAWA INTL A,2024-07-06 20:00,2024,7,6,20:00,20.2,20.2,100,32,11,17.35873402,,,22.37558333,85.76543333,19.8844,0.216666667,0.625,226.7,,,2.17558333,2.838888889,14.23456667
OTTAWA INTL A,2024-07-06 21:00,2024,7,6,21:00,19.2,19.2,100,24,5,1.90956395,,,21.72576667,89.08535,19.87345,0,0.033333333,208.5333333,,,2.52576667,1.388888889,10.91465
OTTAWA INTL A,2024-07-06 22:00,2024,7,6,22:00,18.6,18.6,100,24,7,1.780563633,,,20.86468333,93.46308333,19.7955,0,0.016666667,221.6833333,,,2.26468333,1.944444444,6.53691667
OTTAWA INTL A,2024-07-06 23:00,2024,7,6,23:00,18,18,100,21,7,1.51053655,,,20.61975,94.4682,19.72528333,0,0.025,273.1333333,,,2.61975,1.944444444,5.5318
OTTAWA INTL A,2024-07-07 0:00,2024,7,7,0:00,18.4,18.4,100,20,8,1.8536076,,,20.43563333,94.26375,19.50731667,0.025,0.333333333,249.5166667,,,2.03563333,2.197222222,5.73625
OTTAWA INTL A,2024-07-07 1:00,2024,7,7,1:00,18.6,18.6,100,23,5,1.389247817,,,20.39805,94.62536667,19.53203333,0.05,0.566666667,220.8666667,,,1.79805,1.338888889,5.37463333
OTTAWA INTL A,2024-07-07 2:00,2024,7,7,2:00,18.7,18.7,100,21,7,1.786101017,,,20.28516667,94.52018333,19.40175,0.341666667,1.15,262.8833333,,,1.58516667,1.602777777,5.47981667
OTTAWA INTL A,2024-07-07 3:00,2024,7,7,3:00,18.3,18.3,100,25,7,1.563250767,,,20.27616667,94.58858333,19.40453333,0.1,0.616666667,281,,,1.97616667,1.844444444,5.41141667
OTTAWA INTL A,2024-07-07 4:00,2024,7,7,4:00,18.4,18.4,100,23,6,2.08320395,,,19.7911,95.39746667,19.05871667,0,0.083333333,304.4166667,,,1.3911,1.666666667,4.60253333
OTTAWA INTL A,2024-07-07 5:00,2024,7,7,5:00,18.1,18.1,100,22,6,7.063985817,,,19.50625,95.88325,18.85663333,0.008333333,0.241666667,297.7833333,,,1.40625,1.658333334,4.11675
OTTAWA INTL A,2024-07-07 6:00,2024,7,7,6:00,18.4,18.4,100,22,7,51.05780837,,,19.81828333,94.3501,18.90768333,0.091666667,0.658333333,280.5833333,,,1.41828333,1.852777777,5.6499
OTTAWA INTL A,2024-07-07 7:00,2024,7,7,7:00,18.8,18.8,100,21,7,97.2040753,,,20.17893333,91.7978,18.82623333,0.158333333,0.775,273.2166667,,,1.37893333,1.786111111,8.2022
OTTAWA INTL A,2024-07-07 8:00,2024,7,7,8:00,19.2,19.2,100,22,7,233.1305002,,,20.80566667,89.1513,18.97403333,0.325,1.341666667,298.5666667,,,1.60566667,1.619444444,10.8487
OTTAWA INTL A,2024-07-07 9:00,2024,7,7,9:00,20,20,100,23,9,339.4582767,,,21.64246667,85.4993,19.12548333,0.591666667,1.716666667,277.7333333,,,1.64246667,1.908333333,14.5007
OTTAWA INTL A,2024-07-07 10:00,2024,7,7,10:00,20.9,20.9,100,25,10,385.4527745,,,23.40726667,78.00006667,19.37263333,0.508333333,1.541666667,237.05,,,2.50726667,2.269444445,21.99993333
OTTAWA INTL A,2024-07-07 11:00,2024,7,7,11:00,22.4,21.8,96,24,11,786.9062048,,,24.34346667,74.57846667,19.55181667,1.491666667,2.875,229.6833333,,,1.94346667,1.563888889,21.42153333
OTTAWA INTL A,2024-07-07 12:00,2024,7,7,12:00,24.3,19.9,76,24,12,935.0370545,,,24.83963333,72.67005,19.61535,1.9,3.566666667,233.7333333,,,0.53963333,1.433333333,3.32995
OTTAWA INTL A,2024-07-07 13:00,2024,7,7,13:00,25.9,19.3,67,26,17,931.6513677,,,25.90773333,66.55021667,19.20278333,1.666666667,3.233333333,239.1833333,,,0.00773333,3.055555555,0.44978333
OTTAWA INTL A,2024-07-07 14:00,2024,7,7,14:00,25.8,19.2,67,24,8,878.7690893,,,27.30043333,59.20145,18.64928333,1.691666667,3.216666667,236.5,,,1.50043333,0.530555555,7.79855
OTTAWA INTL A,2024-07-07 15:00,2024,7,7,15:00,27.3,19.2,61,24,15,806.0012233,,,28.20261667,53.11895,17.75776667,1.608333333,3.05,247.7833333,,,0.90261667,2.558333334,7.88105
OTTAWA INTL A,2024-07-07 16:00,2024,7,7,16:00,26.4,20.5,69,23,12,681.842881,,,28.62698333,52.45091667,17.95425,1.708333333,3.183333333,259.05,,,2.22698333,1.625,16.54908333
OTTAWA INTL A,2024-07-07 17:00,2024,7,7,17:00,26.3,19.6,66,22,13,436.9128762,,,28.32066667,54.1372,18.17561667,1.575,2.916666667,256.6,,,2.02066667,2.036111111,11.8628
OTTAWA INTL A,2024-07-07 18:00,2024,7,7,18:00,26.4,19.7,66,23,13,230.9109165,,,27.5056,58.40866667,18.62843333,1.475,2.7,262.65,,,1.1056,2.136111111,7.59133333
OTTAWA INTL A,2024-07-07 19:00,2024,7,7,19:00,24.9,19.4,71,22,8,111.1987573,,,26.9984,60.73933333,18.78828333,1.041666667,2.183333333,258.9,,,2.0984,1.180555555,10.26066667
OTTAWA INTL A,2024-07-07 20:00,2024,7,7,20:00,23.5,18.6,74,22,9,24.04683033,,,25.96678333,63.0925,18.42093333,0.916666667,1.983333333,263.7,,,2.46678333,1.583333333,10.9075
OTTAWA INTL A,2024-07-07 21:00,2024,7,7,21:00,22,19.3,84,17,8,2.259346117,,,24.99941667,66.86428333,18.43385,0.166666667,0.758333333,200.95,,,2.99941667,2.055555555,17.13571667
OTTAWA INTL A,2024-07-07 22:00,2024,7,7,22:00,21.6,19.7,89,20,8,1.666648267,,,24.53146667,67.79995,18.21163333,0.416666667,1.3,172.8,,,2.93146667,1.805555555,21.20005
OTTAWA INTL A,2024-07-07 23:00,2024,7,7,23:00,20.5,20.5,100,20,7,2.021926,,,23.5706,73.71738333,18.61821667,0.391666667,1.258333333,189.8166667,,,3.0706,1.552777777,26.28261667
OTTAWA INTL A,2024-07-08 0:00,2024,7,8,0:00,20.2,20.2,100,19,10,1.95034815,,,22.64368333,79.67385,18.97463333,0.325,1,176.2666667,,,2.44368333,2.452777778,20.32615
OTTAWA INTL A,2024-07-08 1:00,2024,7,8,1:00,19.4,19.4,100,20,8,1.841934733,,,21.9256,83.1143,18.95215,0.466666667,1.241666667,184.2333333,,,2.5256,1.755555555,16.8857
OTTAWA INTL A,2024-07-08 2:00,2024,7,8,2:00,18.6,18.6,100,24,5,1.848228083,,,21.13445,86.36791667,18.791,0.458333333,1.233333333,167.9666667,,,2.53445,0.930555556,13.63208333
OTTAWA INTL A,2024-07-08 3:00,2024,7,8,3:00,17.7,17.7,100,21,7,1.822606083,,,20.59006667,88.84423333,18.70843333,0.216666667,0.841666667,174.6833333,,,2.89006667,1.727777777,11.15576667
OTTAWA INTL A,2024-07-08 4:00,2024,7,8,4:00,18.2,18.2,100,21,7,1.929177367,,,19.75893333,92.68395,18.56258333,0,0.05,194.5166667,,,1.55893333,1.944444444,7.31605
OTTAWA INTL A,2024-07-08 5:00,2024,7,8,5:00,18.1,18.1,100,20,7,21.2047816,,,19.50521667,93.74466667,18.49383333,0,0.033333333,185.4,,,1.40521667,1.944444444,6.25533333
OTTAWA INTL A,2024-07-08 6:00,2024,7,8,6:00,19.4,19.4,100,21,5,97.99688828,,,20.35598333,91.3404,18.91901667,0.008333333,0.15,208.45,,,0.95598333,1.380555556,8.6596
OTTAWA INTL A,2024-07-08 7:00,2024,7,8,7:00,20.5,20.5,100,24,8,182.6069522,,,21.35328333,87.75176667,19.25943333,0.083333333,0.341666667,277.2,,,0.85328333,2.138888889,12.24823333
OTTAWA INTL A,2024-07-08 8:00,2024,7,8,8:00,22,21.2,95,20,8,297.1117243,,,22.88253333,82.17003333,19.70178333,0.216666667,0.733333333,200.1833333,,,0.88253333,2.005555555,12.82996667
OTTAWA INTL A,2024-07-08 9:00,2024,7,8,9:00,24.8,20.1,75,22,8,594.9513827,,,25.0516,72.76493333,19.82753333,0.733333333,1.775,159.9333333,,,0.2516,1.488888889,2.23506667
OTTAWA INTL A,2024-07-08 10:00,2024,7,8,10:00,26.5,19.4,65,20,9,694.2368757,,,27.18995,62.5189,19.41388333,0.683333333,1.65,177.4666667,,,0.68995,1.816666667,2.4811
OTTAWA INTL A,2024-07-08 11:00,2024,7,8,11:00,26.4,20.8,71,19,11,656.4086728,,,28.23336667,56.38635,18.74625,0.816666667,1.9,191.8833333,,,1.83336667,2.238888889,14.61365
OTTAWA INTL A,2024-07-08 12:00,2024,7,8,12:00,27.1,19.4,62,21,11,741.9725245,,,28.38565,54.12741667,18.23341667,1.65,3.116666667,175.8,,,1.28565,1.405555556,7.87258333
OTTAWA INTL A,2024-07-08 13:00,2024,7,8,13:00,27.3,18.6,58,20,13,652.4537065,,,28.72068333,53.25175,18.2832,1.733333333,3.25,192.9,,,1.42068333,1.877777778,4.74825
OTTAWA INTL A,2024-07-08 14:00,2024,7,8,14:00,28.4,17.4,51,17,12,739.7454403,,,28.99838333,48.29525,16.97938333,1.916666667,3.575,200.1166667,,,0.59838333,1.416666666,2.70475
OTTAWA INTL A,2024-07-08 15:00,2024,7,8,15:00,28.3,18.9,56,19,16,753.2279728,,,29.71041667,45.97393333,16.85306667,1.641666667,3.25,210.9,,,1.41041667,2.802777777,10.02606667
OTTAWA INTL A,2024-07-08 16:00,2024,7,8,16:00,28.5,17.1,49,19,19,626.7354095,,,29.86313333,47.05311667,17.35771667,1.791666667,3.466666667,226.7166667,,,1.36313333,3.486111111,1.94688333
OTTAWA INTL A,2024-07-08 17:00,2024,7,8,17:00,28.2,18,53,24,17,225.5554779,,,28.60123333,49.61683333,17.04515,1.825,3.483333333,184.9166667,,,0.40123333,2.897222222,3.38316667
OTTAWA INTL A,2024-07-08 18:00,2024,7,8,18:00,27.5,18.2,56,21,13,327.4570023,,,28.95265,49.0647,17.19671667,1.766666667,3.41,186.8166667,,,1.45265,1.844444444,6.9353
OTTAWA INTL A,2024-07-08 19:00,2024,7,8,19:00,25.5,18.6,65,21,9,145.3674327,,,28.51043333,50.39778333,17.2185,1.216666667,2.666666667,201.75,,,3.01043333,1.283333333,14.60221667
OTTAWA INTL A,2024-07-08 20:00,2024,7,8,20:00,24.2,19,72,21,7,15.11730765,,,27.07413333,55.87075,17.51675,0.275,0.95,214.5166667,,,2.87413333,1.669444444,16.12925
OTTAWA INTL A,2024-07-08 21:00,2024,7,8,21:00,23.2,19,77,20,9,2.2095459,,,25.95315,61.1929,17.91993333,0.216666667,0.891666667,160.7166667,,,2.75315,2.283333333,15.8071
OTTAWA INTL A,2024-07-08 22:00,2024,7,8,22:00,22.7,19.4,81,20,9,1.863828433,,,25.3454,65.56665,18.44731667,0.716666667,1.7,174.1666667,,,2.6454,1.783333333,15.43335
OTTAWA INTL A,2024-07-08 23:00,2024,7,8,23:00,22,19.4,85,20,9,1.83672975,,,24.55616667,69.04985,18.52676667,0.191666667,1,202.6333333,,,2.55616667,2.308333333,15.95015
OTTAWA INTL A,2024-07-09 0:00,2024,7,9,0:00,21.5,19.3,87,19,8,1.907339617,,,23.80623333,71.55105,18.37631667,0.708333333,1.683333333,177.8333333,,,2.30623333,1.513888889,15.44895
OTTAWA INTL A,2024-07-09 1:00,2024,7,9,1:00,20.2,20,99,20,9,1.859219667,,,22.91683333,75.13786667,18.29971667,0.841666667,1.9,168.7,,,2.71683333,1.658333333,23.86213333
OTTAWA INTL A,2024-07-09 2:00,2024,7,9,2:00,19.7,19.7,100,21,6,1.68202635,,,22.22296667,78.1283,18.25231667,0.191666667,0.891666667,159.8,,,2.52296667,1.475,21.8717
OTTAWA INTL A,2024-07-09 3:00,2024,7,9,3:00,19,19,100,18,8,1.846687067,,,21.81548333,80.08696667,18.25035,0.783333333,1.741666667,167.75,,,2.81548333,1.438888889,19.91303333
OTTAWA INTL A,2024-07-09 4:00,2024,7,9,4:00,19.2,19.2,100,19,9,1.823158633,,,21.08161667,82.82541667,18.07125,0.558333333,1.316666667,161.8166667,,,1.88161667,1.941666667,17.17458333
OTTAWA INTL A,2024-07-09 5:00,2024,7,9,5:00,19.2,19.2,100,18,8,11.82024427,,,20.67625,84.52161667,17.99758333,0.425,1.175,157.2833333,,,1.47625,1.797222222,15.47838333
OTTAWA INTL A,2024-07-09 6:00,2024,7,9,6:00,19.9,19.9,100,18,8,66.4048642,,,21.06336667,83.36005,18.15515,0.483333333,1.341666667,160.5333333,,,1.16336667,1.738888889,16.63995
OTTAWA INTL A,2024-07-09 7:00,2024,7,9,7:00,21.8,20.1,90,26,11,153.4914504,,,22.20013333,79.49546667,18.50326667,0.266666667,0.875,232.05,,,0.40013333,2.788888889,10.50453333
OTTAWA INTL A,2024-07-09 8:00,2024,7,9,8:00,22.7,19.9,84,21,8,149.3330635,,,22.9536,75.587,18.43258333,0.625,1.275,160.2,,,0.2536,1.597222222,8.413
OTTAWA INTL A,2024-07-09 9:00,2024,7,9,9:00,23,19.4,80,22,7,152.3265818,,,23.41373333,74.18931667,18.57688333,0.441666667,1.266666667,182.0333333,,,0.41373333,1.502777777,5.81068333
OTTAWA INTL A,2024-07-09 10:00,2024,7,9,10:00,23,20.6,86,19,7,151.0710402,,,23.92131667,70.99538333,18.36053333,0.433333333,1.341666667,154.3166667,,,0.92131667,1.511111111,15.00461667
OTTAWA INTL A,2024-07-09 11:00,2024,7,9,11:00,24.5,20,76,20,13,252.9136167,,,24.45918333,69.48545,18.53388333,0.583333333,1.55,179.1333333,,,0.04081667,3.027777778,6.51455
OTTAWA INTL A,2024-07-09 12:00,2024,7,9,12:00,26.2,19.6,66,21,17,787.598867,,,26.61406667,63.53555,19.12663333,1.641666667,3.041666667,193.9333333,,,0.41406667,3.080555555,2.46445
OTTAWA INTL A,2024-07-09 13:00,2024,7,9,13:00,27.8,20.2,63,23,18,838.5942932,,,28.19938333,58.83911667,19.39048333,1.375,2.891666667,238.65,,,0.39938333,3.625,4.16088333
OTTAWA INTL A,2024-07-09 14:00,2024,7,9,14:00,27.5,19.9,63,22,25,555.2805162,,,28.21725,58.19058333,19.21171667,2.175,3.808333333,260.4333333,,,0.71725,4.769444444,4.80941667
OTTAWA INTL A,2024-07-09 15:00,2024,7,9,15:00,25.5,21.3,77,30,13,616.9062988,,,26.00563333,69.3907,19.97755,1.833333333,3.25,191.1666667,,,0.50563333,1.777777778,7.6093
OTTAWA INTL A,2024-07-09 16:00,2024,7,9,16:00,25.3,22.3,83,24,9,577.377835,,,28.47648333,62.57866667,20.6565,0.958333333,2.125,258.0166667,,,3.17648333,1.541666667,20.42133333
OTTAWA INTL A,2024-07-09 17:00,2024,7,9,17:00,26.7,22.8,79,23,8,179.423865,,,27.457,65.5709,20.38723333,1.3,2.658333333,251.6,,,0.757,0.922222222,13.4291
OTTAWA INTL A,2024-07-09 18:00,2024,7,9,18:00,25.2,22.8,86,27,6,143.6242292,,,25.40901667,77.51816667,21.21201667,0.333333333,1.266666667,231.1166667,,,0.20901667,1.333333334,8.48183333
OTTAWA INTL A,2024-07-09 19:00,2024,7,9,19:00,25.3,22.1,82,22,7,74.7129447,,,25.77366667,77.7174,21.60516667,0.183333333,0.683333333,237.3833333,,,0.47366667,1.761111111,4.2826
OTTAWA INTL A,2024-07-09 20:00,2024,7,9,20:00,24.3,22.4,89,2,9,17.3551423,,,23.8326,85.73953333,21.31493333,0.458333333,1.133333333,303.6166667,,,0.4674,2.041666667,3.26046667
OTTAWA INTL A,2024-07-09 21:00,2024,7,9,21:00,22.9,22.9,100,26,7,1.86384925,,,22.23041667,91.23615,20.75765,0,0.041666667,299.15,,,0.66958333,1.944444444,8.76385
OTTAWA INTL A,2024-07-09 22:00,2024,7,9,22:00,21.9,20.7,93,20,9,1.78498335,,,21.77933333,94.05953333,20.80766667,0,0.033333333,299.0833333,,,0.12066667,2.5,1.05953333
OTTAWA INTL A,2024-07-09 23:00,2024,7,9,23:00,21.1,20.7,98,20,8,1.631152217,,,21.25641667,96.54335,20.71173333,0,0.008333333,299,,,0.15641667,2.222222222,1.45665
OTTAWA INTL A,2024-07-10 0:00,2024,7,10,0:00,18.6,18.6,100,17,4,1.6731844,,,21.0262,97.15208333,20.58438333,0.025,0.133333333,299.5833333,,,2.4262,1.086111111,2.84791667
OTTAWA INTL A,2024-07-10 1:00,2024,7,10,1:00,19,19,100,21,4,1.814377017,,,20.82958333,97.87466667,20.50805,0.016666667,0.166666667,307.75,,,1.82958333,1.094444444,2.12533333
OTTAWA INTL A,2024-07-10 2:00,2024,7,10,2:00,19.2,19.2,100,28,6,1.75793255,,,20.29373333,98.1888,20.02508333,0.016666667,0.1,278.2166667,,,1.09373333,1.65,1.8112
OTTAWA INTL A,2024-07-10 3:00,2024,7,10,3:00,18,18,100,36,2,1.462954333,,,19.87553333,98.36146667,19.63548333,0,0.091666667,181.2,,,1.87553333,0.555555556,1.63853333
OTTAWA INTL A,2024-07-10 4:00,2024,7,10,4:00,19.3,19.3,100,35,5,1.6030463,,,20.01386667,97.68828333,19.6626,0.225,0.708333333,307.8,,,0.71386667,1.163888889,2.31171667
OTTAWA INTL A,2024-07-10 5:00,2024,7,10,5:00,19.5,19.5,100,5,5,7.746860517,,,19.82045,96.48691667,19.27053333,0.125,0.366666667,317.1333333,,,0.32045,1.263888889,3.51308333
OTTAWA INTL A,2024-07-10 6:00,2024,7,10,6:00,20.3,20.3,100,3,7,32.66718162,,,19.92243333,96.29683333,19.34033333,0.175,0.45,320.4166667,,,0.37756667,1.769444444,3.70316667
OTTAWA INTL A,2024-07-10 7:00,2024,7,10,7:00,20.6,20.6,100,5,8,93.39257373,,,20.44845,94.49478333,19.55931667,0.133333333,0.741666667,194.75,,,0.15155,2.088888889,5.50521667
OTTAWA INTL A,2024-07-10 8:00,2024,7,10,8:00,20.9,20.9,100,9,4,64.29050433,,,20.66653333,94.22965,19.73143333,0.191666667,0.958333333,162.1833333,,,0.23346667,0.919444444,5.77035
OTTAWA INTL A,2024-07-10 9:00,2024,7,10,9:00,21.1,21.1,100,14,4,118.5387704,,,21.13843333,91.84746667,19.78543333,0.183333333,0.633333333,139.6,,,0.03843333,0.927777778,8.15253333
OTTAWA INTL A,2024-07-10 10:00,2024,7,10,10:00,21.2,21.2,100,36,12,94.1229115,,,21.46771667,91.38671667,20.02903333,0.191666667,0.941666667,119.4833333,,,0.26771667,3.141666666,8.61328333
OTTAWA INTL A,2024-07-10 11:00,2024,7,10,11:00,20.8,20.8,100,4,14,73.59551455,,,20.97795,93.39976667,19.89716667,0.575,1.5,216.5666667,,,0.17795,3.313888889,6.60023333
OTTAWA INTL A,2024-07-10 12:00,2024,7,10,12:00,20.9,20.9,100,7,10,76.59341172,,,20.62826667,94.59411667,19.75585,0.516666667,1.6,110.9333333,,,0.27173333,2.261111111,5.40588333
OTTAWA INTL A,2024-07-10 13:00,2024,7,10,13:00,21,21,100,1,11,115.1522641,,,20.97156667,93.47416667,19.90398333,0.558333333,1.816666667,80.63333333,,,0.02843333,2.497222223,6.52583333
OTTAWA INTL A,2024-07-10 14:00,2024,7,10,14:00,20.7,20.7,100,3,19,69.83415977,,,20.53611667,94.58488333,19.66205,0.941666667,2.091666667,281.6666667,,,0.16388333,4.336111111,5.41511667
OTTAWA INTL A,2024-07-10 15:00,2024,7,10,15:00,20.9,20.9,100,4,22,140.6528828,,,21.35613333,92.74858333,20.15913333,0.858333333,2.233333333,43.18333333,,,0.45613333,5.252777778,7.25141667
OTTAWA INTL A,2024-07-10 16:00,2024,7,10,16:00,20.5,20.5,100,5,26,26.86092257,,,20.65658333,94.4305,19.75533333,0.758333333,2.091666667,60.38333333,,,0.15658333,6.463888889,5.5695
OTTAWA INTL A,2024-07-10 17:00,2024,7,10,17:00,20.2,20.2,100,4,27,53.60727853,,,19.84015,92.57095,18.62466667,1.191666667,2.9,82.33333333,,,0.35985,6.308333333,7.42905
OTTAWA INTL A,2024-07-10 18:00,2024,7,10,18:00,19.5,19.5,100,5,20,59.87323042,,,19.5817,90.8247,18.06476667,0.808333333,2.2,54.7,,,0.0817,4.747222223,9.1753
OTTAWA INTL A,2024-07-10 19:00,2024,7,10,19:00,19.4,19.4,100,4,20,15.61763922,,,19.58678333,91.58245,18.20171667,0.316666667,1.341666667,54.63333333,,,0.18678333,5.238888889,8.41755
OTTAWA INTL A,2024-07-10 20:00,2024,7,10,20:00,19.6,19.6,100,2,22,3.840982133,,,19.5942,92.7609,18.41308333,1.158333333,2.341666667,229.45,,,0.0058,4.952777778,7.2391
OTTAWA INTL A,2024-07-10 21:00,2024,7,10,21:00,19.2,19.2,100,6,19,1.57542635,,,19.4359,90.70705,17.90006667,0.833333333,2.366666667,96.15,,,0.2359,4.444444445,9.29295
OTTAWA INTL A,2024-07-10 22:00,2024,7,10,22:00,18.8,18.8,100,4,14,1.85746055,,,19.2285,90.42911667,17.6458,0.925,2.541666667,64.91666667,,,0.4285,2.963888889,9.57088333
OTTAWA INTL A,2024-07-10 23:00,2024,7,10,23:00,18.8,18.8,100,3,18,1.432800533,,,19.19646667,90.50705,17.62808333,0.333333333,1.183333333,212.7333333,,,0.39646667,4.666666667,9.49295
OTTAWA INTL A,2024-07-11 0:00,2024,7,11,0:00,18.7,18.7,100,2,18,1.703567,,,19.05011667,91.09361667,17.58573333,0.525,1.683333333,321.2666667,,,0.35011667,4.475,8.90638333
OTTAWA INTL A,2024-07-11 1:00,2024,7,11,1:00,18.5,18.5,100,2,26,1.569251417,,,19.07341667,89.9992,17.4163,1.158333333,2.4,288.0166667,,,0.57341667,6.063888889,10.0008
OTTAWA INTL A,2024-07-11 2:00,2024,7,11,2:00,18.8,18.8,100,2,17,1.590787717,,,19.12655,87.58796667,17.03918333,1.591666667,3.175,328.6333333,,,0.32655,3.130555555,12.41203333
OTTAWA INTL A,2024-07-11 3:00,2024,7,11,3:00,18.9,18.7,99,3,15,1.48399855,,,19.29855,86.1705,16.95121667,0.691666667,1.841666667,311.8166667,,,0.39855,3.475,12.8295
OTTAWA INTL A,2024-07-11 4:00,2024,7,11,4:00,18.9,18.7,99,6,12,1.693370933,,,19.27991667,86.3203,16.96036667,0.95,2.116666667,297.6166667,,,0.37991667,2.383333333,12.6797
OTTAWA INTL A,2024-07-11 5:00,2024,7,11,5:00,18.9,18.9,100,1,14,9.391502683,,,19.47151667,85.70658333,17.03576667,0.391666667,1.366666667,225.2,,,0.57151667,3.497222222,14.29341667
OTTAWA INTL A,2024-07-11 6:00,2024,7,11,6:00,18.6,18.6,100,2,9,32.56844335,,,19.54525,87.05623333,17.35553333,0.525,1.675,332.8333333,,,0.94525,1.975,12.94376667
OTTAWA INTL A,2024-07-11 7:00,2024,7,11,7:00,18.7,18.7,100,35,10,29.781467,,,19.29065,91.31291667,17.85733333,0.291666667,1.191666667,300.0166667,,,0.59065,2.486111111,8.68708333
OTTAWA INTL A,2024-07-11 8:00,2024,7,11,8:00,18.9,18.9,100,36,8,76.31575677,,,19.34143333,93.5702,18.30181667,0.4,1.316666667,334.45,,,0.44143333,1.822222222,6.4298
OTTAWA INTL A,2024-07-11 9:00,2024,7,11,9:00,19.7,19.7,100,36,11,93.1068818,,,19.97883333,91.89885,18.64576667,0.091666667,0.508333333,281.1,,,0.27883333,2.963888889,8.10115
OTTAWA INTL A,2024-07-11 10:00,2024,7,11,10:00,20.1,20.1,100,34,12,143.1017352,,,20.57256667,91.72981667,19.20435,0.25,1.125,316.8333333,,,0.47256667,3.083333333,8.27018333
OTTAWA INTL A,2024-07-11 11:00,2024,7,11,11:00,20.1,20.1,100,34,16,137.3843352,,,20.56255,92.60886667,19.348,0.916666667,2.191666667,314.0666667,,,0.46255,3.527777777,7.39113333
OTTAWA INTL A,2024-07-11 12:00,2024,7,11,12:00,20.8,20.8,100,35,19,198.2788408,,,20.9908,92.30878333,19.72023333,1.033333333,2.183333333,308.3333333,,,0.1908,4.244444445,7.69121667
OTTAWA INTL A,2024-07-11 13:00,2024,7,11,13:00,20.9,20.9,100,33,15,282.8389398,,,21.25888333,92.32546667,19.98488333,1.141666667,2.416666667,302.0166667,,,0.35888333,3.025,7.67453333
OTTAWA INTL A,2024-07-11 14:00,2024,7,11,14:00,20.8,20.8,100,33,13,166.8090165,,,21.85986667,86.65221667,19.55403333,1.016666667,2.116666667,275.75,,,1.05986667,2.594444444,13.34778333
OTTAWA INTL A,2024-07-11 15:00,2024,7,11,15:00,21.1,21.1,100,33,13,141.0387453,,,21.72393333,87.41333333,19.56496667,0.208333333,1.025,310.8833333,,,0.62393333,3.402777778,12.58666667
OTTAWA INTL A,2024-07-11 16:00,2024,7,11,16:00,21.6,20.8,95,35,13,154.6127161,,,22.15256667,85.96705,19.7112,0.366666667,1.266666667,239.85,,,0.55256667,3.244444444,9.03295
OTTAWA INTL A,2024-07-11 17:00,2024,7,11,17:00,21.4,21.4,100,5,8,146.4249003,,,22.4621,83.7285,19.59195,0.283333333,1.208333333,304.6666667,,,1.0621,1.938888889,16.2715
OTTAWA INTL A,2024-07-11 18:00,2024,7,11,18:00,21.1,21.1,100,36,2,78.4239304,,,21.84691667,86.90931667,19.58013333,0.258333333,1.191666667,294.4666667,,,0.74691667,0.297222223,13.09068333
OTTAWA INTL A,2024-07-11 19:00,2024,7,11,19:00,20.5,20.5,100,36,2,18.81604168,,,20.77676667,92.48203333,19.5382,0.066666667,0.25,287.85,,,0.27676667,0.488888889,7.51796667
OTTAWA INTL A,2024-07-11 20:00,2024,7,11,20:00,19.8,19.8,100,22,4,6.998773267,,,20.85601667,92.99495,19.70603333,0,0,282,,,1.05601667,1.111111111,7.00505
OTTAWA INTL A,2024-07-11 21:00,2024,7,11,21:00,19.4,19.4,100,24,3,1.8099571,,,20.73661667,94.10863333,19.78011667,0,0,282,,,1.33661667,0.833333333,5.89136667
OTTAWA INTL A,2024-07-11 22:00,2024,7,11,22:00,19.4,19.4,100,22,6,1.527316567,,,20.6965,94.1148,19.7415,0,0,282,,,1.2965,1.666666667,5.8852
OTTAWA INTL A,2024-07-11 23:00,2024,7,11,23:00,19.6,19.6,100,19,5,1.821461767,,,20.7945,94.7528,19.94825,0.133333333,0.558333333,187.8166667,,,1.1945,1.255555556,5.2472
OTTAWA INTL A,2024-07-12 0:00,2024,7,12,0:00,19.7,19.7,100,19,7,1.697767833,,,20.36118333,93.45373333,19.29481667,0.091666667,0.616666667,157.6833333,,,0.66118333,1.852777777,6.54626667
