Station Name,Date/Time (LST),Year,Month,Day,Time (LST),Temp,Dew Point,Rel_H,Wind Dir,Wind Spd,Solar Radiation,,,ta,rh,dpT,ws,gws,wd,rsds,,dta,dws,drh,drsds
OTTAWA INTL A,2024-07-04 16:00,2024,7,4,16:00,28.3,19.5,58,23,22,220.3070118,,,28.68131667,52.87988333,18.14111667,0.125,0.941666667,139.7833333,40.78333333,,0.38131667,5.986111111,5.12011667,179.5236785
OTTAWA INTL A,2024-07-04 17:00,2024,7,4,17:00,29.3,19.8,56,23,17,405.7795562,,,29.10236667,53.25511667,18.63976667,0.1,0.966666667,186.35,56.73333333,,0.19763333,4.622222222,2.74488333,349.0462229
OTTAWA INTL A,2024-07-04 18:00,2024,7,4,18:00,27.6,19.5,61,22,14,82.53565058,,,28.50785,56.2813,18.9595,0.275,0.808333333,228.2833333,18.1,,0.90785,3.613888889,4.7187,64.43565058
OTTAWA INTL A,2024-07-04 19:00,2024,7,4,19:00,26.9,20.1,66,22,10,40.35835728,,,23.6303,82.13196667,20.42513333,0.4,1.183333333,187.1666667,7.166666667,,3.2697,2.377777778,16.13196667,33.19169061
OTTAWA INTL A,2024-07-04 20:00,2024,7,4,20:00,25.3,21.8,80,20,8,9.963798883,,,24.21901667,78.0119,20.15996667,0.458333333,1.291666667,92.15,2.2,,1.08098333,1.763888889,1.9881,7.763798883
OTTAWA INTL A,2024-07-04 21:00,2024,7,4,21:00,23.6,19.8,79,3,10,3.421294683,,,22.18545,83.19268333,19.19468333,0.258333333,0.941666667,101.45,1,,1.41455,2.519444445,4.19268333,2.421294683
OTTAWA INTL A,2024-07-04 22:00,2024,7,4,22:00,21.9,20.1,89,10,12,1.6488193,,,20.83238333,94.0608,19.8638,0.041666667,0.5,157.7666667,1,,1.06761667,3.291666666,5.0608,0.6488193
OTTAWA INTL A,2024-07-04 23:00,2024,7,4,23:00,21.6,20.4,93,15,10,1.566247917,,,20.68936667,94.55485,19.80926667,0.041666667,0.283333333,123.5166667,1,,0.91063333,2.736111111,1.55485,0.566247917
OTTAWA INTL A,2024-07-05 0:00,2024,7,5,0:00,21.3,20.8,97,5,7,1.61032205,,,20.52426667,96.7086,20.00953333,0.008333333,0.191666667,26.86666667,1,,0.77573333,1.936111111,0.2914,0.61032205
OTTAWA INTL A,2024-07-05 1:00,2024,7,5,1:00,20.8,20.8,100,2,10,1.595045633,,,20.30941667,97.32636667,19.89818333,0,0.166666667,7.383333333,1,,0.49058333,2.777777778,2.67363333,0.595045633
OTTAWA INTL A,2024-07-05 2:00,2024,7,5,2:00,20.4,20.4,100,5,7,1.690217833,,,20.19405,97.64135,19.83513333,0,0.083333333,11.41666667,1,,0.20595,1.944444444,2.35865,0.690217833
OTTAWA INTL A,2024-07-05 3:00,2024,7,5,3:00,20.1,20.1,100,6,7,1.655259817,,,20.02525,97.1182,19.57993333,0.016666667,0.241666667,42.13333333,1,,0.07475,1.927777777,2.8818,0.655259817
OTTAWA INTL A,2024-07-05 4:00,2024,7,5,4:00,19.9,19.9,100,2,9,1.663212783,,,19.90265,96.81358333,19.40691667,0,0.091666667,19.45,1,,0.00265,2.5,3.18641667,0.663212783
OTTAWA INTL A,2024-07-05 5:00,2024,7,5,5:00,19.7,19.7,100,6,7,5.659216133,,,19.83266667,96.98766667,19.366,0,0.008333333,84.28333333,1,,0.13266667,1.944444444,3.01233333,4.659216133
OTTAWA INTL A,2024-07-05 6:00,2024,7,5,6:00,20.5,20.5,100,2,13,55.2395793,,,19.96843333,96.96463333,19.49701667,0,0,349.7666667,8.016666667,,0.53156667,3.611111111,3.03536667,47.22291263
OTTAWA INTL A,2024-07-05 7:00,2024,7,5,7:00,22,20.3,90,3,14,240.9240025,,,21.13096667,92.06583333,19.80148333,0.008333333,0.475,239.5666667,99.5,,0.86903333,3.880555556,2.06583333,141.4240025
OTTAWA INTL A,2024-07-05 8:00,2024,7,5,8:00,23.5,20.3,82,4,13,453.0152348,,,22.50606667,84.81891667,19.84496667,0.225,1.141666667,84.66666667,176.0666667,,0.99393333,3.386111111,2.81891667,276.9485681
OTTAWA INTL A,2024-07-05 9:00,2024,7,5,9:00,24.6,20.6,78,2,11,615.2590923,,,23.49378333,79.5644,19.77893333,0.35,1.558333333,55.53333333,138.65,,1.10621667,2.705555556,1.5644,476.6090923
OTTAWA INTL A,2024-07-05 10:00,2024,7,5,10:00,25.8,21.3,76,4,10,748.2575557,,,24.25125,76.73308333,19.92496667,0.366666667,1.525,97.35,184.0833333,,1.54875,2.411111111,0.73308333,564.1742224
OTTAWA INTL A,2024-07-05 11:00,2024,7,5,11:00,26.6,21.4,73,7,12,915.3303995,,,25.31511667,72.46561667,20.0297,0.158333333,1.191666667,66.26666667,165.7666667,,1.28488333,3.175,0.53438333,749.5637328
OTTAWA INTL A,2024-07-05 12:00,2024,7,5,12:00,27,21.1,70,12,7,835.3485103,,,26.1401,69.3511,20.10346667,0.366666667,1.508333333,64.56666667,91.31666667,,0.8599,1.577777777,0.6489,744.0318436
OTTAWA INTL A,2024-07-05 13:00,2024,7,5,13:00,27.7,21.8,70,6,7,750.9649008,,,27.06093333,64.28151667,19.75136667,0.141666667,1.016666667,128.4166667,101.9833333,,0.63906667,1.802777777,5.71848333,648.9815675
OTTAWA INTL A,2024-07-05 14:00,2024,7,5,14:00,28.4,20.2,61,8,9,765.0944622,,,27.4516,60.54866667,19.15786667,0.191666667,1.075,138.5,81.46666667,,0.9484,2.308333333,0.45133333,683.6277955
OTTAWA INTL A,2024-07-05 15:00,2024,7,5,15:00,29.2,19.6,55,36,1,568.914992,,,27.99213333,56.67598333,18.60693333,0.291666667,1.325,272.95,85.26666667,,1.20786667,0.013888889,1.67598333,483.6483253
OTTAWA INTL A,2024-07-05 16:00,2024,7,5,16:00,28.3,18.4,54,11,7,527.7352358,,,28.33273333,55.69651667,18.63835,0.191666667,1.066666667,135.4166667,94.95,,0.03273333,1.752777777,1.69651667,432.7852358
OTTAWA INTL A,2024-07-05 17:00,2024,7,5,17:00,28.3,19,57,4,12,372.4452607,,,28.21235,56.65295,18.80448333,0.008333333,0.65,41.98333333,55.86666667,,0.08765,3.325,0.34705,316.578594
OTTAWA INTL A,2024-07-05 18:00,2024,7,5,18:00,27,19.6,64,6,8,92.42498857,,,27.0645,62.57398333,19.32038333,0,0.233333333,43.68333333,18.26666667,,0.0645,2.222222222,1.42601667,74.1583219
OTTAWA INTL A,2024-07-05 19:00,2024,7,5,19:00,26.3,19.7,67,6,8,32.29559572,,,25.17245,67.14631667,18.61988333,0.425,1.158333333,115.4333333,6.033333333,,1.12755,1.797222222,0.14631667,26.26226239
OTTAWA INTL A,2024-07-05 20:00,2024,7,5,20:00,24.9,20.5,76,5,11,5.734997867,,,25.07701667,65.22561667,18.0912,0.008333333,0.258333333,156.4666667,1.15,,0.17701667,3.047222223,10.77438333,4.584997867
OTTAWA INTL A,2024-07-05 21:00,2024,7,5,21:00,24.7,20.1,75,6,10,2.002036517,,,24.39101667,73.24778333,19.31126667,0,0.091666667,33.98333333,1,,0.30898333,2.777777778,1.75221667,1.002036517
OTTAWA INTL A,2024-07-05 22:00,2024,7,5,22:00,23.9,20.7,82,6,11,1.905900217,,,23.97425,76.80073333,19.67453333,0,0.391666667,42.36666667,1,,0.07425,3.055555556,5.19926667,0.905900217
OTTAWA INTL A,2024-07-05 23:00,2024,7,5,23:00,23.5,21.4,88,5,12,1.747383233,,,23.40123333,79.25698333,19.62663333,0.008333333,0.25,36.88333333,1,,0.09876667,3.325,8.74301667,0.747383233
OTTAWA INTL A,2024-07-06 0:00,2024,7,6,0:00,22.9,18.9,78,35,23,3.5196573,,,22.33518333,79.88438333,18.69105,0.791666667,1.8,208.2666667,1,,0.56481667,5.597222222,1.88438333,2.5196573
OTTAWA INTL A,2024-07-06 1:00,2024,7,6,1:00,20.8,19.6,93,36,32,2.005777367,,,20.09318333,91.216,18.63278333,1.091666667,2.341666667,147.3833333,1,,0.70681667,7.797222222,1.784,1.005777367
OTTAWA INTL A,2024-07-06 2:00,2024,7,6,2:00,19.1,19.1,100,1,22,1.843600717,,,18.8993,96.44416667,18.3447,0.466666667,1.383333333,136.8333333,1,,0.2007,5.644444444,3.55583333,0.843600717
OTTAWA INTL A,2024-07-06 3:00,2024,7,6,3:00,18.7,18.7,100,5,22,1.550801267,,,18.61511667,97.10788333,18.17088333,0.033333333,0.616666667,39.95,1,,0.08488333,6.077777778,2.89211667,0.550801267
OTTAWA INTL A,2024-07-06 4:00,2024,7,6,4:00,18.3,18.3,100,5,13,1.5056867,,,18.6454,96.30545,18.06893333,0.008333333,0.225,115.4666667,1,,0.3454,3.602777778,3.69455,0.5056867
OTTAWA INTL A,2024-07-06 5:00,2024,7,6,5:00,19.1,19.1,100,8,9,6.363483217,,,18.856,96.87226667,18.37253333,0,0,53.78333333,1.083333333,,0.244,2.5,3.12773333,5.280149884
OTTAWA INTL A,2024-07-06 6:00,2024,7,6,6:00,19.6,19.6,100,14,4,86.40272918,,,19.55986667,95.88461667,18.90908333,0,0.05,57.75,26.86666667,,0.04013333,1.111111111,4.11538333,59.53606251
OTTAWA INTL A,2024-07-06 7:00,2024,7,6,7:00,21.1,21.1,100,17,7,146.527985,,,20.32093333,93.6526,19.2883,0,0.091666667,236.5333333,58.38333333,,0.77906667,1.944444444,6.3474,88.14465167
OTTAWA INTL A,2024-07-06 8:00,2024,7,6,8:00,22.6,21.2,92,31,4,319.4570482,,,20.98571667,92.01098333,19.66148333,0.108333333,0.85,125.1333333,78.33333333,,1.61428333,1.002777778,0.01098333,241.1237149
OTTAWA INTL A,2024-07-06 9:00,2024,7,6,9:00,22.8,19.9,84,34,3,391.649289,,,21.97346667,86.9268,19.7192,0.05,0.883333333,78.21666667,81.31666667,,0.82653333,0.783333333,2.9268,310.3326223
OTTAWA INTL A,2024-07-06 10:00,2024,7,6,10:00,22.9,20.2,84,6,5,524.944357,,,22.69048333,82.97721667,19.66753333,0.058333333,0.891666667,60.61666667,102.2333333,,0.20951667,1.330555556,1.02278333,422.7110237
OTTAWA INTL A,2024-07-06 11:00,2024,7,6,11:00,25,20.8,77,14,4,794.1489742,,,24.26441667,75.8185,19.74425,0.066666667,0.833333333,98.6,162.7166667,,0.73558333,1.044444444,1.1815,631.4323075
OTTAWA INTL A,2024-07-06 12:00,2024,7,6,12:00,25.7,19.9,70,25,10,610.1573678,,,24.66446667,74.47191667,19.84036667,0.15,0.858333333,232,85.58333333,,1.03553333,2.627777778,4.47191667,524.5740345
OTTAWA INTL A,2024-07-06 13:00,2024,7,6,13:00,27,20.8,69,19,8,919.4282703,,,25.97313333,70.44395,20.20108333,0.075,0.55,129.2166667,83.7,,1.02686667,2.147222222,1.44395,835.7282703
OTTAWA INTL A,2024-07-06 14:00,2024,7,6,14:00,27.8,20.9,66,21,12,422.3287167,,,26.16585,68.47996667,19.92833333,0.191666667,0.966666667,158.1333333,72.23333333,,1.63415,3.141666666,2.47996667,350.0953834
OTTAWA INTL A,2024-07-06 15:00,2024,7,6,15:00,27.4,21.8,71,21,11,840.1020123,,,27.2275,66.02365,20.34583333,0.183333333,1.083333333,144.9166667,103.45,,0.1725,2.872222223,4.97635,736.6520123
OTTAWA INTL A,2024-07-06 16:00,2024,7,6,16:00,26.2,20.6,71,24,17,298.7129098,,,27.22425,66.2574,20.4012,0.125,1.058333333,196.8333333,51.91666667,,1.02425,4.597222222,4.7426,246.7962431
OTTAWA INTL A,2024-07-06 17:00,2024,7,6,17:00,26.6,21.4,73,27,22,138.4985521,,,26.67875,68.8092,20.48843333,0.4,1.558333333,220.5333333,26.63333333,,0.07875,5.711111111,4.1908,111.8652188
OTTAWA INTL A,2024-07-06 18:00,2024,7,6,18:00,22.6,21.3,92,27,9,98.56719228,,,24.02105,72.53955,18.79401667,0.575,1.791666667,302.5833333,20.1,,1.42105,1.925,19.46045,78.46719228
OTTAWA INTL A,2024-07-06 19:00,2024,7,6,19:00,20.4,20.4,100,16,13,41.81200637,,,23.25176667,79.01615,19.4275,0.008333333,0.175,237.8166667,9.516666667,,2.85176667,3.602777778,20.98385,32.2953397
OTTAWA INTL A,2024-07-06 20:00,2024,7,6,20:00,20.2,20.2,100,32,11,17.35873402,,,22.48501667,86.70315,20.166,0.166666667,0.608333333,219.5,3.516666667,,2.28501667,2.888888889,13.29685,13.84206735
OTTAWA INTL A,2024-07-06 21:00,2024,7,6,21:00,19.2,19.2,100,24,5,1.90956395,,,21.75686667,91.15551667,20.27523333,0,0,162.4333333,1,,2.55686667,1.388888889,8.84448333,0.90956395
OTTAWA INTL A,2024-07-06 22:00,2024,7,6,22:00,18.6,18.6,100,24,7,1.780563633,,,21.22853333,93.21553333,20.11425,0,0.1,165.2333333,1,,2.62853333,1.944444444,6.78446667,0.780563633
OTTAWA INTL A,2024-07-06 23:00,2024,7,6,23:00,18,18,100,21,7,1.51053655,,,20.82136667,94.67363333,19.96055,0,0.033333333,255.0666667,1,,2.82136667,1.944444444,5.32636667,0.51053655
OTTAWA INTL A,2024-07-07 0:00,2024,7,7,0:00,18.4,18.4,100,20,8,1.8536076,,,20.47565,95.16448333,19.70046667,0,0.016666667,150.9333333,1,,2.07565,2.222222222,4.83551667,0.8536076
OTTAWA INTL A,2024-07-07 1:00,2024,7,7,1:00,18.6,18.6,100,23,5,1.389247817,,,20.46343333,95.49505,19.74476667,0,0.058333333,162.5833333,1,,1.86343333,1.388888889,4.50495,0.389247817
OTTAWA INTL A,2024-07-07 2:00,2024,7,7,2:00,18.7,18.7,100,21,7,1.786101017,,,20.49218333,95.11993333,19.70981667,0,0.108333333,235.1833333,1,,1.79218333,1.944444444,4.88006667,0.786101017
OTTAWA INTL A,2024-07-07 3:00,2024,7,7,3:00,18.3,18.3,100,25,7,1.563250767,,,20.31413333,95.57833333,19.61011667,0.041666667,0.533333333,262.8666667,1,,2.01413333,1.902777777,4.42166667,0.563250767
OTTAWA INTL A,2024-07-07 4:00,2024,7,7,4:00,18.4,18.4,100,23,6,2.08320395,,,19.93765,95.79576667,19.27171667,0,0,331.5666667,1,,1.53765,1.666666667,4.20423333,1.08320395
OTTAWA INTL A,2024-07-07 5:00,2024,7,7,5:00,18.1,18.1,100,22,6,7.063985817,,,19.64825,96.44728333,19.09216667,0.008333333,0.108333333,247.7666667,1.383333333,,1.54825,1.658333334,3.55271667,5.680652484
OTTAWA INTL A,2024-07-07 6:00,2024,7,7,6:00,18.4,18.4,100,22,7,51.05780837,,,19.82753333,95.33353333,19.08308333,0,0.2,177.3166667,9.466666667,,1.42753333,1.944444444,4.66646667,41.5911417
OTTAWA INTL A,2024-07-07 7:00,2024,7,7,7:00,18.8,18.8,100,21,7,97.2040753,,,20.2012,92.68591667,19.00263333,0.158333333,0.958333333,292.3666667,29.05,,1.4012,1.786111111,7.31408333,68.1540753
OTTAWA INTL A,2024-07-07 8:00,2024,7,7,8:00,19.2,19.2,100,22,7,233.1305002,,,20.5558,90.8617,19.03371667,0.158333333,0.933333333,311.2333333,40.36666667,,1.3558,1.786111111,9.1383,192.7638335
OTTAWA INTL A,2024-07-07 9:00,2024,7,7,9:00,20,20,100,23,9,339.4582767,,,21.3104,87.8351,19.23296667,0.25,1.075,303.0333333,53.61666667,,1.3104,2.25,12.1649,285.84161
OTTAWA INTL A,2024-07-07 10:00,2024,7,7,10:00,20.9,20.9,100,25,10,385.4527745,,,23.03231667,80.70231667,19.55406667,0.1,0.708333333,210.2833333,98.9,,2.13231667,2.677777778,19.29768333,286.5527745
OTTAWA INTL A,2024-07-07 11:00,2024,7,7,11:00,22.4,21.8,96,24,11,786.9062048,,,23.77796667,77.44098333,19.61596667,0.316666667,1.391666667,194.2166667,142.2833333,,1.37796667,2.738888889,18.55901667,644.6228715
OTTAWA INTL A,2024-07-07 12:00,2024,7,7,12:00,24.3,19.9,76,24,12,935.0370545,,,24.54718333,74.64598333,19.76706667,0.5,1.725,178.8333333,95.61666667,,0.24718333,2.833333333,1.35401667,839.4203878
OTTAWA INTL A,2024-07-07 13:00,2024,7,7,13:00,25.9,19.3,67,26,17,931.6513677,,,25.42485,69.59463333,19.46753333,0.333333333,1.508333333,196.8833333,90.26666667,,0.47515,4.388888889,2.59463333,841.384701
OTTAWA INTL A,2024-07-07 14:00,2024,7,7,14:00,25.8,19.2,67,24,8,878.7690893,,,26.63945,60.50033333,18.37031667,0.608333333,1.966666667,203.5833333,113.1,,0.83945,1.613888889,6.49966667,765.6690893
OTTAWA INTL A,2024-07-07 15:00,2024,7,7,15:00,27.3,19.2,61,24,15,806.0012233,,,27.4338,54.59456667,17.4875,0.4,1.458333333,213.4833333,93.06666667,,0.1338,3.766666667,6.40543333,712.9345566
OTTAWA INTL A,2024-07-07 16:00,2024,7,7,16:00,26.4,20.5,69,23,12,681.842881,,,27.96955,54.64931667,18.00476667,0.666666667,1.933333333,207.6333333,112.4666667,,1.56955,2.666666666,14.35068333,569.3762143
OTTAWA INTL A,2024-07-07 17:00,2024,7,7,17:00,26.3,19.6,66,22,13,436.9128762,,,27.82991667,55.34618333,18.07455,0.691666667,1.941666667,259.1333333,56.65,,1.52991667,2.919444444,10.65381667,380.2628762
OTTAWA INTL A,2024-07-07 18:00,2024,7,7,18:00,26.4,19.7,66,23,13,230.9109165,,,27.13486667,59.35178333,18.54373333,0.083333333,0.833333333,166.15,38.06666667,,0.73486667,3.527777778,6.64821667,192.8442498
OTTAWA INTL A,2024-07-07 19:00,2024,7,7,19:00,24.9,19.4,71,22,8,111.1987573,,,26.88751667,60.73138333,18.68203333,0.316666667,1.341666667,227.9833333,40.23333333,,1.98751667,1.905555555,10.26861667,70.96542397
OTTAWA INTL A,2024-07-07 20:00,2024,7,7,20:00,23.5,18.6,74,22,9,24.04683033,,,25.99068333,63.17293333,18.46585,0.016666667,0.325,203.8,12.83333333,,2.49068333,2.483333333,10.82706667,11.213497
OTTAWA INTL A,2024-07-07 21:00,2024,7,7,21:00,22,19.3,84,17,8,2.259346117,,,25.08378333,67.01415,18.55161667,0,0.066666667,210,1,,3.08378333,2.222222222,16.98585,1.259346117
OTTAWA INTL A,2024-07-07 22:00,2024,7,7,22:00,21.6,19.7,89,20,8,1.666648267,,,24.58975,68.11426667,18.34036667,0,0.191666667,213.4333333,1,,2.98975,2.222222222,20.88573333,0.666648267
OTTAWA INTL A,2024-07-07 23:00,2024,7,7,23:00,20.5,20.5,100,20,7,2.021926,,,23.68715,73.62318333,18.70943333,0.025,0.566666667,211.5166667,1,,3.18715,1.919444444,26.37681667,1.021926
OTTAWA INTL A,2024-07-08 0:00,2024,7,8,0:00,20.2,20.2,100,19,10,1.95034815,,,22.61396667,80.39581667,19.08763333,0,0.008333333,212.1166667,1,,2.41396667,2.777777778,19.60418333,0.95034815
OTTAWA INTL A,2024-07-08 1:00,2024,7,8,1:00,19.4,19.4,100,20,8,1.841934733,,,22.0235,83.64945,19.1509,0,0.241666667,215.05,1,,2.6235,2.222222222,16.35055,0.841934733
OTTAWA INTL A,2024-07-08 2:00,2024,7,8,2:00,18.6,18.6,100,24,5,1.848228083,,,21.3322,86.75381667,19.0578,0,0.2,213.35,1,,2.7322,1.388888889,13.24618333,0.848228083
OTTAWA INTL A,2024-07-08 3:00,2024,7,8,3:00,17.7,17.7,100,21,7,1.822606083,,,20.71871667,89.35431667,18.9273,0,0.008333333,213.3,1,,3.01871667,1.944444444,10.64568333,0.822606083
OTTAWA INTL A,2024-07-08 4:00,2024,7,8,4:00,18.2,18.2,100,21,7,1.929177367,,,20.18256667,91.73718333,18.8188,0,0,214.5666667,1,,1.98256667,1.944444444,8.26281667,0.929177367
OTTAWA INTL A,2024-07-08 5:00,2024,7,8,5:00,18.1,18.1,100,20,7,21.2047816,,,19.88801667,93.75145,18.87578333,0,0,215,5.333333333,,1.78801667,1.944444444,6.24855,15.87144827
OTTAWA INTL A,2024-07-08 6:00,2024,7,8,6:00,19.4,19.4,100,21,5,97.99688828,,,20.4382,91.5625,19.03948333,0,0.008333333,219.65,40.9,,1.0382,1.388888889,8.4375,57.09688828
OTTAWA INTL A,2024-07-08 7:00,2024,7,8,7:00,20.5,20.5,100,24,8,182.6069522,,,20.89823333,91.0392,19.40453333,0.008333333,0.066666667,279.3333333,51.96666667,,0.39823333,2.213888889,8.9608,130.6402855
OTTAWA INTL A,2024-07-08 8:00,2024,7,8,8:00,22,21.2,95,20,8,297.1117243,,,22.48101667,85.2473,19.90018333,0,0.15,247.1666667,73.7,,0.48101667,2.222222222,9.7527,223.4117243
OTTAWA INTL A,2024-07-08 9:00,2024,7,8,9:00,24.8,20.1,75,22,8,594.9513827,,,24.44746667,76.00551667,19.95765,0.083333333,0.8,189.4666667,124.2666667,,0.35253333,2.138888889,1.00551667,470.684716
OTTAWA INTL A,2024-07-08 10:00,2024,7,8,10:00,26.5,19.4,65,20,9,694.2368757,,,26.02648333,67.73076667,19.60633333,0.158333333,0.916666667,189.0166667,192.0833333,,0.47351667,2.341666667,2.73076667,502.1535424
OTTAWA INTL A,2024-07-08 11:00,2024,7,8,11:00,26.4,20.8,71,19,11,656.4086728,,,27.29328333,60.02666667,18.85771667,0.125,0.8,175.1,122.0666667,,0.89328333,2.930555556,10.97333333,534.3420061
OTTAWA INTL A,2024-07-08 12:00,2024,7,8,12:00,27.1,19.4,62,21,11,741.9725245,,,27.7408,56.89823333,18.42415,0.191666667,1.108333333,206.15,102.8,,0.6408,2.863888889,5.10176667,639.1725245
OTTAWA INTL A,2024-07-08 13:00,2024,7,8,13:00,27.3,18.6,58,20,13,652.4537065,,,28.09975,54.78438333,18.16086667,0.566666667,1.658333333,201.5333333,98.53333333,,0.79975,3.044444444,3.21561667,553.9203732
OTTAWA INTL A,2024-07-08 14:00,2024,7,8,14:00,28.4,17.4,51,17,12,739.7454403,,,28.25168333,50.76608333,17.0827,0.841666667,2.066666667,199.25,124.85,,0.14831667,2.491666666,0.23391667,614.8954403
OTTAWA INTL A,2024-07-08 15:00,2024,7,8,15:00,28.3,18.9,56,19,16,753.2279728,,,28.67055,47.47906667,16.41876667,0.725,1.891666667,192,79.85,,0.37055,3.719444444,8.52093333,673.3779728
OTTAWA INTL A,2024-07-08 16:00,2024,7,8,16:00,28.5,17.1,49,19,19,626.7354095,,,29.03808333,48.1581,16.98011667,0.508333333,1.725,168.1,105.45,,0.53808333,4.769444445,0.8419,521.2854095
OTTAWA INTL A,2024-07-08 17:00,2024,7,8,17:00,28.2,18,53,24,17,225.5554779,,,28.41321667,50.28338333,17.08761667,0.65,1.891666667,178.9833333,42.05,,0.21321667,4.072222222,2.71661667,183.5054779
OTTAWA INTL A,2024-07-08 18:00,2024,7,8,18:00,27.5,18.2,56,21,13,327.4570023,,,28.51181667,49.3592,16.88866667,0.766666667,2.058333333,200.7,54.31666667,,1.01181667,2.844444444,6.6408,273.1403356
OTTAWA INTL A,2024-07-08 19:00,2024,7,8,19:00,25.5,18.6,65,21,9,145.3674327,,,28.21308333,50.90085,17.1033,0.441666667,1.45,181.05,49.8,,2.71308333,2.058333333,14.09915,95.5674327
OTTAWA INTL A,2024-07-08 20:00,2024,7,8,20:00,24.2,19,72,21,7,15.11730765,,,27.08425,55.23858333,17.34471667,0.008333333,0.358333333,162.9666667,7.133333333,,2.88425,1.936111111,16.76141667,7.983974317
OTTAWA INTL A,2024-07-08 21:00,2024,7,8,21:00,23.2,19,77,20,9,2.2095459,,,26.17338333,60.31631667,17.89796667,0,0.191666667,209.55,1,,2.97338333,2.5,16.68368333,1.2095459
OTTAWA INTL A,2024-07-08 22:00,2024,7,8,22:00,22.7,19.4,81,20,9,1.863828433,,,25.48195,65.03273333,18.44575,0.108333333,0.875,210.15,1,,2.78195,2.391666667,15.96726667,0.863828433
OTTAWA INTL A,2024-07-08 23:00,2024,7,8,23:00,22,19.4,85,20,9,1.83672975,,,24.89328333,67.9072,18.58065,0.341666667,1.316666667,205.0166667,1,,2.89328333,2.158333333,17.0928,0.83672975
OTTAWA INTL A,2024-07-09 0:00,2024,7,9,0:00,21.5,19.3,87,19,8,1.907339617,,,23.91846667,71.55965,18.48468333,0.133333333,0.958333333,207.9333333,1,,2.41846667,2.088888889,15.44035,0.907339617
OTTAWA INTL A,2024-07-09 1:00,2024,7,9,1:00,20.2,20,99,20,9,1.859219667,,,22.95471667,75.71428333,18.45926667,0.008333333,0.333333333,208.8333333,1,,2.75471667,2.491666667,23.28571667,0.859219667
OTTAWA INTL A,2024-07-09 2:00,2024,7,9,2:00,19.7,19.7,100,21,6,1.68202635,,,22.14076667,79.27385,18.40501667,0,0.033333333,208.8,1,,2.44076667,1.666666667,20.72615,0.68202635
OTTAWA INTL A,2024-07-09 3:00,2024,7,9,3:00,19,19,100,18,8,1.846687067,,,21.8766,80.78523333,18.44908333,0,0.183333333,212.5333333,1,,2.8766,2.222222222,19.21476667,0.846687067
OTTAWA INTL A,2024-07-09 4:00,2024,7,9,4:00,19.2,19.2,100,19,9,1.823158633,,,21.31136667,82.96335,18.32305,0,0.25,208.9333333,1,,2.11136667,2.5,17.03665,0.823158633
OTTAWA INTL A,2024-07-09 5:00,2024,7,9,5:00,19.2,19.2,100,18,8,11.82024427,,,20.93183333,84.44928333,18.2341,0,0.183333333,198.5666667,2.1,,1.73183333,2.222222222,15.55071667,9.72024427
OTTAWA INTL A,2024-07-09 6:00,2024,7,9,6:00,19.9,19.9,100,18,8,66.4048642,,,21.23775,83.51555,18.35655,0.008333333,0.391666667,200.1166667,13.66666667,,1.33775,2.213888889,16.48445,52.73819753
OTTAWA INTL A,2024-07-09 7:00,2024,7,9,7:00,21.8,20.1,90,26,11,153.4914504,,,21.97346667,81.29316667,18.64346667,0.075,0.333333333,228.55,35.9,,0.17346667,2.980555556,8.70683333,117.5914504
OTTAWA INTL A,2024-07-09 8:00,2024,7,9,8:00,22.7,19.9,84,21,8,149.3330635,,,22.78275,77.41671667,18.64825,0,0.141666667,210.0166667,28.6,,0.08275,2.222222222,6.58328333,120.7330635
OTTAWA INTL A,2024-07-09 9:00,2024,7,9,9:00,23,19.4,80,22,7,152.3265818,,,23.23141667,76.0155,18.79106667,0,0.075,209.0333333,29.63333333,,0.23141667,1.944444444,3.9845,122.6932485
OTTAWA INTL A,2024-07-09 10:00,2024,7,9,10:00,23,20.6,86,19,7,151.0710402,,,23.7876,72.76418333,18.6221,0,0.158333333,176.3166667,31.43333333,,0.7876,1.944444444,13.23581667,119.6377069
OTTAWA INTL A,2024-07-09 11:00,2024,7,9,11:00,24.5,20,76,20,13,252.9136167,,,24.17901667,71.97815,18.8273,0.016666667,0.291666667,208.4333333,46.28333333,,0.32098333,3.594444444,4.02185,206.6302834
OTTAWA INTL A,2024-07-09 12:00,2024,7,9,12:00,26.2,19.6,66,21,17,787.598867,,,25.99601667,65.9927,19.15786667,0.408333333,1.533333333,195.45,103.8833333,,0.20398333,4.313888889,0.0073,683.7155337
OTTAWA INTL A,2024-07-09 13:00,2024,7,9,13:00,27.8,20.2,63,23,18,838.5942932,,,27.54671667,60.37436667,19.19226667,0.341666667,1.466666667,178.8666667,100.1333333,,0.25328333,4.658333333,2.62563333,738.4609599
OTTAWA INTL A,2024-07-09 14:00,2024,7,9,14:00,27.5,19.9,63,22,25,555.2805162,,,28.00605,59.10056667,19.27065,0.358333333,1.683333333,181.9666667,67.66666667,,0.50605,6.586111111,3.89943333,487.6138495
OTTAWA INTL A,2024-07-09 15:00,2024,7,9,15:00,25.5,21.3,77,30,13,616.9062988,,,25.76405,70.81055,20.07338333,0.416666667,1.458333333,177.9833333,79.1,,0.26405,3.194444444,6.18945,537.8062988
